Date,Nodes,Channel,SNR,RSSI,Type,Hops,Data
"3/14, 9:31 PM","COOP to C138","0","","","NODEINFO_APP","2 / 3","Pigeon Coop"
"3/14, 9:31 PM","TM1","0","","","POSITION_APP","2 / 3","(37.513, -120.875) 40m asl"
"3/14, 9:31 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/14, 9:31 PM","!b29fa8b0","0","","","POSITION_APP","5 / 7","(36.884, -119.774) 111m asl"
"3/14, 9:32 PM","Pak1","0","","","TEXT_MESSAGE_APP","2 / 3",""
"3/14, 9:32 PM","!31376b12","3","","","encrypted","5 / 7",""
"3/14, 9:32 PM","!ec7521f3","0","","","TELEMETRY_APP","3 / 3","4.2V 100%"
"3/14, 9:34 PM","MT","0","6.25","-43","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/14, 9:34 PM","MFMQ","0","","","NODEINFO_APP","2 / 4","Murphys MQTT"
"3/14, 9:34 PM","0xFC to MFMQ","","","","TRACEROUTE","",""
"3/14, 9:35 PM","8998","0","","","POSITION_APP","7 / 7","(37.254, -121.888) 55m asl"
"3/14, 9:35 PM","MFMQ to 0xFC","0","","","TRACEROUTE_APP","2 / 4","0xFC -> all -> enfm -> MFMQ"
"3/14, 9:35 PM","LN2","0","","","POSITION_APP","5 / 7","(37.303, -122.080) 0m asl"
"3/14, 9:35 PM","0xFC to LN2","","","","TRACEROUTE","",""
"3/14, 9:35 PM","RIPR to LN2","0","","","NODEINFO_APP","1 / 3","Ripon_Router"
"3/14, 9:35 PM","MYR1 to LN2","0","6.25","-41","NODEINFO_APP","","Enorym_346c"
"3/14, 9:36 PM","SLD1 to !60416743","0","","","NODEINFO_APP","3 / 7","SierraLD1"
"3/14, 9:36 PM","STN1","0","","","TELEMETRY_APP","2 / 7","4.1V 93%"
"3/14, 9:36 PM","DOME","0","MQTT","","POSITION_APP","3 / 7","(38.286, -120.285) 1453m asl"
"3/14, 9:36 PM","0xFC to DOME","","","","TRACEROUTE","",""
"3/14, 9:36 PM","!eb76ac6d","0","","","POSITION_APP","5 / 5","(36.329, -119.315) 330m asl"
"3/14, 9:37 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 17m asl"
"3/14, 9:37 PM","MFMP","0","","","POSITION_APP","5 / 5","(38.142, -120.403) 1029m asl"
"3/14, 9:37 PM","🤖","0","","","NODEINFO_APP","3 / 4","🤖DM ME🤖"
"3/14, 9:37 PM","MFMP","0","","","TEXT_MESSAGE_APP","3 / 5",""
"3/14, 9:37 PM","BCN1","0","","","POSITION_APP","5 / 7","(37.408, -121.871) 40m asl"
"3/14, 9:37 PM","DBLF","0","","","NODEINFO_APP","1 / 3","Diablo W6CX LF"
"3/14, 9:38 PM","Mfeb","0","","","TELEMETRY_APP","3 / 3","4.2V 100%"
"3/14, 9:38 PM","a8fc","0","","","NODEINFO_APP","4 / 7","Monarch2112"
"3/14, 9:38 PM","🌋","0","","","TELEMETRY_APP","1 / 3",""
"3/14, 9:38 PM","!60416743","0","","","POSITION_APP","4 / 5","(38.037, -122.133) 5m asl"
"3/14, 9:38 PM","MFMP","2","","","TEXT_MESSAGE_APP","2 / 5",""
"3/14, 9:38 PM","!c3f922b8","0","MQTT","","TELEMETRY_APP","3 / 7","4.2V 100%"
"3/14, 9:38 PM","!c3f922b8","0","MQTT","","POSITION_APP","3 / 7","(38.293, -120.275) 1435m asl"
"3/14, 9:38 PM","STN1","0","","","TELEMETRY_APP","7 / 7","4.1V 94%"
"3/14, 9:38 PM","GOYL","0","","","TEXT_MESSAGE_APP","2 / 4",""
"3/14, 9:39 PM","TM1","0","","","TELEMETRY_APP","2 / 3","0.0V 101%"
"3/14, 9:40 PM","!336780b0","0","MQTT","","TELEMETRY_APP","6 / 7","3.8V 59%"
"3/14, 9:40 PM","!66deddf9","126","","","encrypted","4 / 7",""
"3/14, 9:40 PM","BRVM","0","","","TELEMETRY_APP","5 / 5","4.2V 97%"
"3/14, 9:40 PM","189c to !1ebc35b9","0","","","NODEINFO_APP","3 / 3","Meshtastic 189c"
"3/14, 9:40 PM","WB6T to BRVM","0","","","NODEINFO_APP","3 / 3","WB6TOU"
"3/14, 9:40 PM","GOYL","0","","","POSITION_APP","3 / 4","(37.382, -120.534) 62m asl"
"3/14, 9:41 PM","U951","2","MQTT","","TEXT_MESSAGE_APP","3 / 7",""
"3/14, 9:41 PM","U951","2","MQTT","","TEXT_MESSAGE_APP","3 / 7",""
"3/14, 9:41 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/14, 9:41 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/14, 9:41 PM","U951","0","MQTT","","POSITION_APP","5 / 7","(37.754, -122.410) 18m asl"
"3/14, 9:41 PM","!34b4071d","214","","","encrypted","2 / 4",""
"3/14, 9:42 PM","DBLF","0","","","POSITION_APP","1 / 3","(37.893, -121.899) 1080m asl"
"3/14, 9:42 PM","MFMP","0","","","TEXT_MESSAGE_APP","3 / 5",""
"3/14, 9:42 PM","0xFC to MFMP","","","","TRACEROUTE","",""
"3/14, 9:42 PM","GG01","0","","","POSITION_APP","1 / 5","(37.985, -120.403) 629m asl"
"3/14, 9:42 PM","0xFC to GG01","","","","TRACEROUTE","",""
"3/14, 9:43 PM","elxx","0","","","POSITION_APP","2 / 7","(37.985, -120.298) 691m asl"
"3/14, 9:43 PM","0xFC to elxx","","","","TRACEROUTE","",""
"3/14, 9:43 PM","!31376b12","3","","","encrypted","4 / 7",""
"3/14, 9:44 PM","!ec7521f3","0","","","TELEMETRY_APP","3 / 3",""
"3/14, 9:44 PM","elxx to 0xFC","0","","","TRACEROUTE_APP","2 / 6","0xFC -> all -> enrr -> tblu -> GG01 -> elxx"
"3/14, 9:44 PM","RIPR to !ec7521f3","0","","","NODEINFO_APP","3 / 3","Ripon_Router"
"3/14, 9:44 PM","MT","0","5.75","-41","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/14, 9:44 PM","c3c0","0","-18.25","-128","TELEMETRY_APP","","4.3V 101%"
"3/14, 9:46 PM","TM1","0","","","POSITION_APP","3 / 3","(37.513, -120.875) 40m asl"
"3/14, 9:46 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/14, 9:47 PM","GOYL","0","","","TELEMETRY_APP","2 / 4",""
"3/14, 9:47 PM","0xFC to GOYL","","","","TRACEROUTE","",""
"3/14, 9:47 PM","0xFC","0","","","TEXT_MESSAGE_APP","",""
"3/14, 9:47 PM","DBLF","0","","","TELEMETRY_APP","2 / 3",""
"3/14, 9:47 PM","0xFC to DBLF","","","","TRACEROUTE","",""
"3/14, 9:47 PM","STN1","0","","","NODEINFO_APP","2 / 7","Stockton Masonic Lodge K6ODS"
"3/14, 9:47 PM","0xFC","0","","","TEXT_MESSAGE_APP","",""
"3/14, 9:49 PM","PRNT to !613d1a0","0","","","NODEINFO_APP","4 / 5","MBT-R-PRNT"
"3/14, 9:49 PM","🦝","0","","","TELEMETRY_APP","3 / 5",""
"3/14, 9:49 PM","0xFC to 🦝","","","","TRACEROUTE","",""
"3/14, 9:50 PM","!4357ee0c","0","","","POSITION_APP","4 / 4","(37.490, -122.287) 250m asl"
"3/14, 9:50 PM","!31376b12","3","","","encrypted","5 / 7",""
"3/14, 9:51 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.1V 93%"
"3/14, 9:51 PM","6d5c","0","","","POSITION_APP","3 / 3","(37.723, -121.923) 119m asl"
"3/14, 9:51 PM","WB6T to 6d5c","0","","","NODEINFO_APP","2 / 3","WB6TOU"
"3/14, 9:51 PM","!ccaa4c08","1","","","encrypted","2 / 4",""
"3/14, 9:52 PM","RIPR to 6d5c","0","","","NODEINFO_APP","1 / 3","Ripon_Router"
"3/14, 9:52 PM","MYR1 to !1bf27afa","0","-9.5","-120","NODEINFO_APP","","Enorym_346c"
"3/14, 9:52 PM","MYR1","0","-19","-128","NODEINFO_APP","","Enorym_346c"
"3/14, 9:52 PM","WRWY","0","","","STORE_FORWARD_APP","4 / 7",""
"3/14, 9:52 PM","!75f33cbc","64","MQTT","","encrypted","6 / 7",""
"3/14, 9:52 PM","c7ce","0","","","POSITION_APP","2 / 3","(37.356, -120.560) 23m asl"
"3/14, 9:52 PM","0xFC to c7ce","","","","TRACEROUTE","",""
"3/14, 9:53 PM","MFMS","0","","","TELEMETRY_APP","2 / 7","4.1V 101%"
"3/14, 9:53 PM","WF9","0","","","POSITION_APP","2 / 3","(37.631, -120.757) 34m asl"
"3/14, 9:53 PM","0xFC to WF9","","","","TRACEROUTE","",""
"3/14, 9:53 PM","ffa8","0","MQTT","","POSITION_APP","5 / 7","(38.286, -120.285) 1454m asl"
"3/14, 9:53 PM","MFMP","0","","","TEXT_MESSAGE_APP","2 / 5",""
"3/14, 9:53 PM","0xFC to ffa8","","","","TRACEROUTE","",""
"3/14, 9:54 PM","MT","0","7.25","-42","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/14, 9:54 PM","BOOM","0","","","POSITION_APP","5 / 5","(36.831, -119.878) 103m asl"
"3/14, 9:54 PM","0xFC to BOOM","","","","TRACEROUTE","",""
"3/14, 9:55 PM","MYR1","0","","","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/14, 9:55 PM","!b03dbea8","120","MQTT","","encrypted","7 / 7",""
"3/14, 9:56 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/14, 9:56 PM","!bd775b06","107","","","encrypted","5 / 6",""
"3/14, 9:57 PM","!66deddf9","126","","","encrypted","4 / 7",""
"3/14, 9:57 PM","ffa8","0","MQTT","","NODEINFO_APP","3 / 7","DOMEnet bayme.sh"
"3/14, 9:59 PM","SLD1","0","","","TELEMETRY_APP","3 / 7","4.3V 101%"
"3/14, 10:00 PM","STN1","0","","","TELEMETRY_APP","5 / 7",""
"3/14, 10:00 PM","RIPR","0","","","TELEMETRY_APP","1 / 3","4.1V 91%"
"3/14, 10:00 PM","Pak1","0","","","POSITION_APP","3 / 3","(37.356, -120.560) 48m asl"
"3/14, 10:00 PM","0xFC to Pak1","","","","TRACEROUTE","",""
"3/14, 10:01 PM","!c39dc38","107","","","encrypted","6 / 7",""
"3/14, 10:01 PM","TM1","0","","","POSITION_APP","2 / 3","(37.513, -120.875) 40m asl"
"3/14, 10:01 PM","Mfeb","0","","","POSITION_APP","3 / 3","(37.722, -121.132) 0m asl"
"3/14, 10:01 PM","0xFC to Mfeb","","","","TRACEROUTE","",""
"3/14, 10:02 PM","BCN1","0","","","POSITION_APP","7 / 7",""
"3/14, 10:02 PM","0xFC to BCN1","","","","TRACEROUTE","",""
"3/14, 10:02 PM","SLD1 to BCN1","0","","","NODEINFO_APP","2 / 7","SierraLD1"
"3/14, 10:02 PM","Mfeb","0","","","TELEMETRY_APP","2 / 3",""
"3/14, 10:03 PM","GOYL","0","","","POSITION_APP","2 / 4",""
"3/14, 10:03 PM","0xFC to GOYL","","","","TRACEROUTE","",""
"3/14, 10:04 PM","GG01","0","","","POSITION_APP","2 / 5",""
"3/14, 10:04 PM","0xFC to GG01","","","","TRACEROUTE","",""
"3/14, 10:04 PM","MT","0","5.75","-42","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/14, 10:04 PM","!49b54b64","0","","","STORE_FORWARD_APP","4 / 7",""
"3/14, 10:04 PM","WB6T to !49b54b64","0","","","NODEINFO_APP","1 / 3","WB6TOU"
"3/14, 10:05 PM","!b33da93d","175","","","encrypted","4 / 6",""
"3/14, 10:05 PM","elxx","0","","","POSITION_APP","2 / 7","(37.985, -120.298) 691m asl"
"3/14, 10:05 PM","Pak1","0","","","POSITION_APP","2 / 3","(37.356, -120.560) 52m asl"
"3/14, 10:05 PM","MT","0","6.5","-43","TEXT_MESSAGE_APP","0 / 7",""
"3/14, 10:05 PM","WRWY","0","","","STORE_FORWARD_APP","5 / 7",""
"3/14, 10:06 PM","STN1","0","","","TELEMETRY_APP","5 / 7",""
"3/14, 10:06 PM","WRWY","0","","","STORE_FORWARD_APP","5 / 7",""
"3/14, 10:06 PM","!336780b0","0","MQTT","","POSITION_APP","7 / 7","(37.703, -122.441) 130m asl"
"3/14, 10:06 PM","STN1","0","","","TELEMETRY_APP","2 / 7",""
"3/14, 10:06 PM","BCN1","0","","","POSITION_APP","5 / 7","(37.408, -121.871) 40m asl"
"3/14, 10:07 PM","RIPR to WRWY","0","","","NODEINFO_APP","1 / 3","Ripon_Router"
"3/14, 10:07 PM","!9e9d8b04","0","","","POSITION_APP","4 / 7","(37.985, -120.403) 624m asl"
"3/14, 10:08 PM","OC5F","0","MQTT","","TELEMETRY_APP","3 / 5","3.5V 26%"
"3/14, 10:08 PM","MFMS","0","","","TELEMETRY_APP","1 / 7",""
"3/14, 10:08 PM","ffa8","0","MQTT","","POSITION_APP","5 / 7",""
"3/14, 10:08 PM","0xFC to ffa8","","","","TRACEROUTE","",""
"3/14, 10:08 PM","!e33132c0","144","","","encrypted","3 / 4",""
"3/14, 10:08 PM","!180ce245","0","","","POSITION_APP","6 / 7","(36.756, -119.810) 79m asl"
"3/14, 10:09 PM","!31376b12","3","","","encrypted","6 / 7",""
"3/14, 10:09 PM","COOP to !435c4bb0","0","","","NODEINFO_APP","2 / 3","Pigeon Coop"
"3/14, 10:09 PM","!69844b1c","0","","","STORE_FORWARD_APP","7 / 7",""
"3/14, 10:09 PM","COOP to !eb76ac6d","0","","","NODEINFO_APP","3 / 3","Pigeon Coop"
"3/14, 10:09 PM","!f08bd34e","106","","","encrypted","4 / 4",""
"3/14, 10:09 PM","HA0","0","","","TELEMETRY_APP","2 / 7","4.2V 100%"
"3/14, 10:09 PM","BOOM","0","","","POSITION_APP","4 / 5","(36.831, -119.878) 85m asl"
"3/14, 10:09 PM","0xFC to BOOM","","","","TRACEROUTE","",""
"3/14, 10:09 PM","🦝","0","","","TELEMETRY_APP","5 / 5","0.0V 101%"
"3/14, 10:10 PM","0xFC to 🦝","","","","TRACEROUTE","",""
"3/14, 10:10 PM","GG01","0","","","POSITION_APP","1 / 5","(37.985, -120.403) 629m asl"
"3/14, 10:10 PM","!66deddf9","126","","","encrypted","5 / 7",""
"3/14, 10:10 PM","BRVM","0","","","TELEMETRY_APP","5 / 5","4.1V 96%"
"3/14, 10:10 PM","A23G","0","MQTT","","POSITION_APP","3 / 5","(37.754, -122.413) 30m asl"
"3/14, 10:10 PM","0xFC to A23G","","","","TRACEROUTE","",""
"3/14, 10:10 PM","WB6T to BRVM","0","","","NODEINFO_APP","3 / 3","WB6TOU"
"3/14, 10:10 PM","8c32","0","","","TELEMETRY_APP","3 / 5","4.1V 90%"
"3/14, 10:11 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/14, 10:11 PM","tblu","0","-18","-128","NODEINFO_APP","0 / 5","ERSN BLUE"
"3/14, 10:12 PM","RIPR to !49b54b64","0","","","NODEINFO_APP","1 / 3","Ripon_Router"
"3/14, 10:12 PM","!feb2c7f4","0","","","TELEMETRY_APP","3 / 3","4.2V 100%"
"3/14, 10:12 PM","!fc5336de","0","","","POSITION_APP","5 / 7","(38.457, -121.346) 32m asl"
"3/14, 10:13 PM","!b33da93d","175","","","encrypted","2 / 6",""
"3/14, 10:13 PM","BIC","0","","","POSITION_APP","2 / 3","(38.037, -121.661) -17m asl"
"3/14, 10:13 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/14, 10:13 PM","GOYL","0","","","TEXT_MESSAGE_APP","3 / 4",""
"3/14, 10:14 PM","!49b66580","0","","","TEXT_MESSAGE_APP","2 / 7",""
"3/14, 10:14 PM","BIC to 0xFC","0","","","TRACEROUTE_APP","2 / 5","0xFC -> MT -> !a9e00e2f -> Mfeb -> RIPR -> DBLF -> BIC"
"3/14, 10:14 PM","MT","0","6","-41","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/14, 10:15 PM","!7a423d5e","0","","","POSITION_APP","3 / 3","(38.194, -122.133) 0m asl"
"3/14, 10:16 PM","GOYL","0","","","NODEINFO_APP","4 / 4","Gargoyle 2dc6"
"3/14, 10:16 PM","8998","0","","","POSITION_APP","6 / 7","(37.254, -121.888) 55m asl"
"3/14, 10:16 PM","0xFC to 8998","","","","TRACEROUTE","",""
"3/14, 10:16 PM","TM1","0","","","POSITION_APP","3 / 3","(37.513, -120.875) 40m asl"
"3/14, 10:17 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/14, 10:19 PM","RIPR to !b2a710e0","0","","","NODEINFO_APP","3 / 3","Ripon_Router"
"3/14, 10:20 PM","Mfeb","0","","","TELEMETRY_APP","3 / 3",""
"3/14, 10:20 PM","0xFC to Mfeb","","","","TRACEROUTE","",""
"3/14, 10:21 PM","DBLF","0","","","TELEMETRY_APP","1 / 3","0.0V 101%"
"3/14, 10:21 PM","!3a582099","0","","","TELEMETRY_APP","5 / 7","4.1V 93%"
"3/14, 10:21 PM","0xFC to DBLF","","","","TRACEROUTE","",""
"3/14, 10:21 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.1V 93%"
"3/14, 10:21 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/14, 10:21 PM","FJJB","0","","","NODEINFO_APP","3 / 7","WisBlockFjj"
"3/14, 10:22 PM","Pak1","0","","","POSITION_APP","2 / 3","(37.356, -120.560) 52m asl"
"3/14, 10:22 PM","0xFC to Pak1","","","","TRACEROUTE","",""
"3/14, 10:22 PM","!699ae380","0","","","POSITION_APP","6 / 6","(37.460, -122.238) 170m asl"
"3/14, 10:22 PM","!da65b280","0","","","POSITION_APP","3 / 7","(37.932, -121.189) 14m asl"
"3/14, 10:22 PM","WB6T to !da65b280","0","","","NODEINFO_APP","2 / 3","WB6TOU"
"3/14, 10:22 PM","RIPR to !97058498","0","","","NODEINFO_APP","3 / 3","Ripon_Router"
"3/14, 10:23 PM","!b2a710e0","0","","","POSITION_APP","7 / 7","(37.408, -121.976) 22m asl"
"3/14, 10:23 PM","!69844b1c","0","","","STORE_FORWARD_APP","6 / 7",""
"3/14, 10:24 PM","MT","0","6.25","-42","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/14, 10:24 PM","BOOM","0","","","POSITION_APP","4 / 5","(36.831, -119.878) 87m asl"
"3/14, 10:24 PM","0xFC to BOOM","","","","TRACEROUTE","",""
"3/14, 10:25 PM","BRVM","0","","","POSITION_APP","5 / 5","(36.307, -118.830) 1744m asl"
"3/14, 10:25 PM","Gold","0","","","POSITION_APP","3 / 3","(37.542, -120.065) 1290m asl"
"3/14, 10:25 PM","0xFC to Gold","","","","TRACEROUTE","",""
"3/14, 10:25 PM","MYR1","0","","","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/14, 10:25 PM","Gold to 0xFC","0","","","TRACEROUTE_APP","2 / 3","0xFC -> MT -> enrr -> 🌋 -> Gold"
"3/14, 10:25 PM","GOYL","0","","","TEXT_MESSAGE_APP","2 / 4",""
"3/14, 10:25 PM","0xFC to GOYL","","","","TRACEROUTE","",""
"3/14, 10:26 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/14, 10:27 PM","SLD1 to !c3f922b8","0","","","NODEINFO_APP","2 / 7","SierraLD1"
"3/14, 10:27 PM","P2NE","0","","","POSITION_APP","2 / 5","(38.235, -120.339) 1187m asl"
"3/14, 10:27 PM","0xFC to P2NE","","","","TRACEROUTE","",""
"3/14, 10:27 PM","P2NE to 0xFC","0","","","TRACEROUTE_APP","2 / 4","0xFC -> MT -> enrr -> P2NE"
"3/14, 10:28 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.413) 16m asl"
"3/14, 10:28 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/14, 10:30 PM","MFMP","0","","","POSITION_APP","4 / 5","(38.142, -120.403) 1029m asl"
"3/14, 10:30 PM","0xFC to MFMP","","","","TRACEROUTE","",""
"3/14, 10:30 PM","elxx","0","","","POSITION_APP","2 / 7","(37.985, -120.298) 691m asl"
"3/14, 10:31 PM","!e2e5ffc8","132","","","encrypted","4 / 7",""
"3/14, 10:31 PM","P1NE","0","","","TELEMETRY_APP","1 / 5","4.1V 90%"
"3/14, 10:31 PM","TM1","0","","","POSITION_APP","2 / 3","(37.513, -120.875) 40m asl"
"3/14, 10:31 PM","RAHS","0","MQTT","","TELEMETRY_APP","6 / 7","4.1V 92%"
"3/14, 10:31 PM","0xFC to RAHS","","","","TRACEROUTE","",""
"3/14, 10:32 PM","WB6T to RAHS","0","","","NODEINFO_APP","2 / 3","WB6TOU"
"3/14, 10:32 PM","c7ce","0","","","POSITION_APP","3 / 3","(37.356, -120.560) 47m asl"
"3/14, 10:32 PM","RIPR to P1NE","0","","","NODEINFO_APP","2 / 3","Ripon_Router"
"3/14, 10:32 PM","!49b54b64","10","","","encrypted","4 / 7",""
"3/14, 10:32 PM","0xFC to c7ce","","","","TRACEROUTE","",""
"3/14, 10:32 PM","!698284dc","0","","","POSITION_APP","5 / 5","(36.956, -119.754) 163m asl"
"3/14, 10:33 PM","🦝","0","","","TELEMETRY_APP","3 / 5",""
"3/14, 10:33 PM","0xFC to 🦝","","","","TRACEROUTE","",""
"3/14, 10:33 PM","!dd2907ba","0","","","POSITION_APP","6 / 7","(37.093, -122.080) 346m asl"
"3/14, 10:33 PM","6d5c","0","","","NODEINFO_APP","2 / 3","Meshtastic 6d5c"
"3/14, 10:34 PM","0xFC to 6d5c","","","","TRACEROUTE","",""
"3/14, 10:34 PM","📡","0","","","NODEINFO_APP","3 / 7","Manteca Repeater CVME.sh"
"3/14, 10:34 PM","STN1","0","","","TELEMETRY_APP","4 / 7",""
"3/14, 10:34 PM","MT","0","6.5","-43","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/14, 10:35 PM","!2e20edbc","0","","","TELEMETRY_APP","1 / 7","3.8V 63%"
