Date,Nodes,Channel,SNR,RSSI,Type,Hops,Data
"3/23, 7:27 PM","SFBP to !43b63f44","0","","","NODEINFO_APP","3 / 3","SFB Purple"
"3/23, 7:28 PM","Gold","0","","","POSITION_APP","2 / 3","(37.542, -120.065) 1290m asl"
"3/23, 7:28 PM","elxx","0","","","POSITION_APP","1 / 7","(37.985, -120.403) 620m asl"
"3/23, 7:29 PM","0xFC to elxx","","","","TRACEROUTE","",""
"3/23, 7:29 PM","enpl","0","","","POSITION_APP","7 / 7","(38.236, -120.342) 1148m asl"
"3/23, 7:29 PM","elxx to 0xFC","0","","","TRACEROUTE_APP","1 / 5","0xFC -> MT -> enrr -> jwt0 -> elxx"
"3/23, 7:29 PM","TM1","0","","","POSITION_APP","1 / 3","(37.513, -120.875) 40m asl"
"3/23, 7:29 PM","6d5c","0","","","POSITION_APP","3 / 3","(37.723, -121.923) 116m asl"
"3/23, 7:30 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/23, 7:30 PM","HA0","0","","","TELEMETRY_APP","2 / 7","4.1V 96%"
"3/23, 7:31 PM","Mfeb","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/23, 7:32 PM","0xFC to Mfeb","","","","TRACEROUTE","",""
"3/23, 7:32 PM","ech0","86","","","encrypted","2 / 7",""
"3/23, 7:33 PM","8c32","0","","","TELEMETRY_APP","2 / 5","4.1V 90%"
"3/23, 7:33 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.760, -122.416) 11m asl"
"3/23, 7:33 PM","BIC","0","","","POSITION_APP","3 / 3","(38.037, -121.661) -56m asl"
"3/23, 7:34 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/23, 7:34 PM","!5aeeaad1","0","","","TELEMETRY_APP","3 / 7","3.5V 27%"
"3/23, 7:34 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/23, 7:34 PM","GG01","0","","","NODEINFO_APP","2 / 5","GG_Repeater_01"
"3/23, 7:35 PM","0xFC to GG01","","","","TRACEROUTE","",""
"3/23, 7:34 PM","GG01 to 0xFC","0","","","TRACEROUTE_APP","2 / 5","0xFC -> MT -> enrr -> jwt2 -> GG01"
"3/23, 7:34 PM","RIB1","86","","","encrypted","4 / 7",""
"3/23, 7:35 PM","MFMS","0","MQTT","","NODEINFO_APP","4 / 7","MFM Solar"
"3/23, 7:35 PM","3d5e","0","","","POSITION_APP","3 / 3","(38.194, -122.133) 7m asl"
"3/23, 7:36 PM","0xFC to 3d5e","","","","TRACEROUTE","",""
"3/23, 7:35 PM","RIB1","86","","","encrypted","5 / 7",""
"3/23, 7:35 PM","RIB1","86","","","encrypted","6 / 7",""
"3/23, 7:35 PM","GG","0","","","NODEINFO_APP","3 / 7","GridGh0st"
"3/23, 7:36 PM","Mfeb to 0xFC","0","","","TRACEROUTE_APP","2 / 3","0xFC -> MT -> enfm -> Mfeb"
"3/23, 7:36 PM","TM1","0","","","TELEMETRY_APP","1 / 3","0.0V 101%"
"3/23, 7:36 PM","!66deddf9","126","","","encrypted","5 / 7",""
"3/23, 7:36 PM","ech0","0","","","STORE_FORWARD_APP","3 / 7",""
"3/23, 7:37 PM","D","0","","","POSITION_APP","6 / 7","(37.356, -121.976) -1m asl"
"3/23, 7:37 PM","!a2eb4184","0","","","TELEMETRY_APP","4 / 4","0.0V 101%"
"3/23, 7:38 PM","GG","0","","","NODEINFO_APP","3 / 7","GridGh0st"
"3/23, 7:38 PM","STN1","0","","","TELEMETRY_APP","2 / 7","4.2V 98%"
"3/23, 7:39 PM","ech0","86","","","encrypted","3 / 7",""
"3/23, 7:39 PM","STN1","0","","","TELEMETRY_APP","3 / 7",""
"3/23, 7:39 PM","RIPR","0","","","TELEMETRY_APP","1 / 3","4.1V 91%"
"3/23, 7:40 PM","a276","204","","","encrypted","5 / 7",""
"3/23, 7:40 PM","d7af","0","","","NODEINFO_APP","2 / 3","Meshtastic d7af"
"3/23, 7:41 PM","SFBP","0","","","POSITION_APP","3 / 3","(37.775, -122.447) ?m asl"
"3/23, 7:41 PM","MYR1","0","-13","-124","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/23, 7:41 PM","jwt2","0","-16.5","-127","TELEMETRY_APP","0 / 3","4.1V 91%"
"3/23, 7:41 PM","BTVW","0","","","TELEMETRY_APP","1 / 7","4.2V 100%"
"3/23, 7:42 PM","8998","0","","","POSITION_APP","6 / 7","(37.254, -121.888) 55m asl"
"3/23, 7:42 PM","0xFC to 8998","","","","TRACEROUTE","",""
"3/23, 7:42 PM","COOP","0","","","POSITION_APP","2 / 3","(38.181, -122.146) 30m asl"
"3/23, 7:43 PM","8998 to 0xFC","0","","","NODEINFO_APP","6 / 7","K6RPT"
"3/23, 7:43 PM","enrr","0","-13.5","-124","NODEINFO_APP","0 / 7","ERSN Rocky Ridge"
"3/23, 7:44 PM","jwt2","0","-12.5","-123","POSITION_APP","0 / 3","(38.037, -120.350) 985m asl"
"3/23, 7:44 PM","P2NE","0","","","POSITION_APP","2 / 5","(38.235, -120.339) 1187m asl"
"3/23, 7:45 PM","0xFC to P2NE","","","","TRACEROUTE","",""
"3/23, 7:44 PM","SLD1","0","","","TELEMETRY_APP","3 / 7","4.3V 101%"
"3/23, 7:45 PM","!dd7137ac","139","","","encrypted","5 / 7",""
"3/23, 7:45 PM","ASKp","0","","","TELEMETRY_APP","4 / 4","3.5V 30%"
"3/23, 7:46 PM","enas","0","","","TELEMETRY_APP","1 / 7","3.8V 60%"
"3/23, 7:47 PM","RIUM","0","","","POSITION_APP","1 / 7","(37.775, -121.189) 39m asl"
"3/23, 7:47 PM","YX6E","0","","","POSITION_APP","4 / 7","(37.703, -122.441) 177m asl"
"3/23, 7:48 PM","0xFC to YX6E","","","","TRACEROUTE","",""
"3/23, 7:48 PM","DBLF","0","","","TELEMETRY_APP","2 / 3",""
"3/23, 7:48 PM","!66deddf9","126","","","encrypted","5 / 7",""
"3/23, 7:49 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/23, 7:49 PM","ASKp","0","","","NODEINFO_APP","4 / 4","ASKp1 Cupertino portable"
"3/23, 7:50 PM","GG","0","","","NODEINFO_APP","5 / 7","GridGh0st"
"3/23, 7:50 PM","GG","0","","","POSITION_APP","4 / 7","(37.670, -121.451) 46m asl"
"3/23, 7:50 PM","TM1","0","","","POSITION_APP","3 / 3","(37.513, -120.875) 40m asl"
"3/23, 7:51 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/23, 7:51 PM","3600 to !335d8468","0","","","NODEINFO_APP","3 / 3","jnetb-3600"
"3/23, 7:51 PM","Mfeb","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/23, 7:52 PM","ech0","0","","","STORE_FORWARD_APP","1 / 7",""
"3/23, 7:52 PM","SFBG","0","","","POSITION_APP","3 / 3","(37.775, -122.447) ?m asl"
"3/23, 7:53 PM","ech0","86","","","encrypted","2 / 7",""
"3/23, 7:53 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/23, 7:54 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/23, 7:54 PM","WF9","0","","","POSITION_APP","3 / 3","(37.631, -120.757) 34m asl"
"3/23, 7:54 PM","SCG2","0","","","POSITION_APP","3 / 4","(37.775, -122.395) 101m asl"
"3/23, 7:54 PM","!66deddf9","126","","","encrypted","5 / 7",""
"3/23, 7:54 PM","RIPR","0","","","TELEMETRY_APP","1 / 3","4.1V 91%"
"3/23, 7:55 PM","jwt0","78","-7.25","-118","encrypted","0 / 7",""
"3/23, 7:55 PM","GG","0","","","NODEINFO_APP","3 / 7","GridGh0st"
"3/23, 7:56 PM","0xFC to GG","","","","TRACEROUTE","",""
"3/23, 7:56 PM","GG","0","","","POSITION_APP","4 / 7","(37.670, -121.451) 79m asl"
"3/23, 7:56 PM","MYR1","0","-12.75","-124","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/23, 7:56 PM","elxx","0","","","POSITION_APP","1 / 7","(37.985, -120.403) 620m asl"
"3/23, 7:57 PM","ee2c to !43b598c8","0","-15","-126","NODEINFO_APP","","Meshtastic ee2c"
"3/23, 7:57 PM","jwt4","0","","","POSITION_APP","1 / 3","(38.037, -120.350) 990m asl"
"3/23, 7:57 PM","0xFC to jwt4","","","","TRACEROUTE","",""
"3/23, 7:57 PM","jwt5","0","","","POSITION_APP","1 / 3","(38.037, -120.350) 977m asl"
"3/23, 7:58 PM","0xFC to jwt5","","","","TRACEROUTE","",""
"3/23, 7:57 PM","jwt5 to 0xFC","0","","","TRACEROUTE_APP","1 / 3","0xFC -> MT -> enrr -> jwt5"
"3/23, 7:57 PM","!4357ee0c","0","","","POSITION_APP","4 / 4","(37.490, -122.287) 250m asl"
"3/23, 7:58 PM","!502ea456","240","","","encrypted","2 / 3",""
"3/23, 7:58 PM","jwt4 to 0xFC","0","","","TRACEROUTE_APP","1 / 3","0xFC -> MT -> enfm -> jwt4"
"3/23, 7:59 PM","SCG2","0","","","POSITION_APP","4 / 4","(37.775, -122.395) 101m asl"
"3/23, 7:59 PM","0xFC to SCG2","","","","TRACEROUTE","",""
"3/23, 7:59 PM","8998","0","","","POSITION_APP","5 / 7","(37.254, -121.888) 55m asl"
"3/23, 8:00 PM","0xFC to 8998","","","","TRACEROUTE","",""
"3/23, 7:59 PM","8c32","0","","","NODEINFO_APP","2 / 5","Pinebrook Kirt"
"3/23, 8:00 PM","A23G","0","MQTT","","POSITION_APP","3 / 5","(37.754, -122.413) 30m asl"
"3/23, 8:00 PM","SFBP","0","","","POSITION_APP","3 / 3","(37.775, -122.447) ?m asl"
"3/23, 8:01 PM","0xFC to SFBP","","","","TRACEROUTE","",""
"3/23, 8:01 PM","a276 to SCG2","0","","","NODEINFO_APP","7 / 7","Meshtastic a276"
"3/23, 8:03 PM","GG01","0","","","POSITION_APP","3 / 5","(37.985, -120.403) 629m asl"
"3/23, 8:04 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/23, 8:04 PM","GG","0","","","POSITION_APP","4 / 7","(37.670, -121.451) 79m asl"
"3/23, 8:05 PM","ech0","86","","","encrypted","2 / 7",""
"3/23, 8:05 PM","a17c","0","","","POSITION_APP","5 / 7","(37.303, -122.028) 89m asl"
"3/23, 8:06 PM","3d5e","0","","","POSITION_APP","3 / 3","(38.194, -122.133) 4m asl"
"3/23, 8:07 PM","0xFC to 3d5e","","","","TRACEROUTE","",""
"3/23, 8:06 PM","a17c to !da574cf0","0","","","NODEINFO_APP","4 / 4","Meshtastic a17c"
"3/23, 8:07 PM","0xFC to a17c","","","","TRACEROUTE","",""
"3/23, 8:07 PM","ech0","0","","","NODEINFO_APP","2 / 7","Ech0Wolf"
"3/23, 8:07 PM","ech0","0","","","STORE_FORWARD_APP","4 / 7",""
"3/23, 8:07 PM","🦝","0","","","TELEMETRY_APP","2 / 5",""
"3/23, 8:07 PM","🦝","0","","","TELEMETRY_APP","4 / 5","0.0V 101%"
"3/23, 8:08 PM","STN1","0","","","TELEMETRY_APP","2 / 7","4.2V 98%"
"3/23, 8:09 PM","STN1","0","","","TELEMETRY_APP","2 / 7",""
"3/23, 8:09 PM","RIPR","0","","","TELEMETRY_APP","3 / 3","4.1V 91%"
"3/23, 8:09 PM","MYR1 to ech0","0","","","NODEINFO_APP","","Enorym_346c"
"3/23, 8:10 PM","!da65b280","0","","","POSITION_APP","3 / 7","(37.932, -121.189) 14m asl"
"3/23, 8:10 PM","8998","0","","","POSITION_APP","6 / 7","(37.254, -121.888) 55m asl"
"3/23, 8:11 PM","MYR1","0","-9","-119","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/23, 8:11 PM","BTVW","0","","","TELEMETRY_APP","1 / 7","4.2V 100%"
"3/23, 8:12 PM","TM1","0","","","POSITION_APP","2 / 3","(37.513, -120.875) 40m asl"
"3/23, 8:13 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/23, 8:12 PM","Mfeb","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/23, 8:13 PM","TM1 to 0xFC","0","","","TRACEROUTE_APP","1 / 3","0xFC -> MT -> jwt0 -> !e33132c0 -> TM1"
"3/23, 8:13 PM","22b8","0","MQTT","","NODEINFO_APP","3 / 7","🦢 Snowshoe Lake"
"3/23, 8:13 PM","DS09","0","","","TELEMETRY_APP","1 / 3","4.1V 95%"
"3/23, 8:13 PM","3b8f","0","","","POSITION_APP","3 / 3","(37.991, -121.746) 30m asl"
"3/23, 8:14 PM","0xFC to 3b8f","","","","TRACEROUTE","",""
"3/23, 8:14 PM","3b8f to 0xFC","0","","","TRACEROUTE_APP","4 / 6","0xFC -> MT -> enrr -> DS09 -> BTVW -> 🦝 -> BIC -> 3b8f"
"3/23, 8:15 PM","P2NE","0","","","POSITION_APP","2 / 5","(38.235, -120.339) 1187m asl"
"3/23, 8:16 PM","0xFC to P2NE","","","","TRACEROUTE","",""
"3/23, 8:15 PM","!66deddf9","126","","","encrypted","5 / 7",""
"3/23, 8:15 PM","P2NE to 0xFC","0","","","TRACEROUTE_APP","2 / 4","0xFC -> MT -> enrr -> P2NE"
"3/23, 8:17 PM","8998","0","","","NODEINFO_APP","6 / 7","K6RPT"
"3/23, 8:18 PM","0xFC to 8998","","","","TRACEROUTE","",""
"3/23, 8:18 PM","St35","0","","","POSITION_APP","5 / 7","(37.251, -121.818) 66m asl"
"3/23, 8:19 PM","GG","0","","","STORE_FORWARD_APP","3 / 7",""
"3/23, 8:19 PM","0xFC to GG","","","","TRACEROUTE","",""
"3/23, 8:19 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/23, 8:19 PM","elxx","0","","","POSITION_APP","1 / 7","(37.985, -120.403) 620m asl"
"3/23, 8:21 PM","!58f527c4","240","","","encrypted","3 / 3",""
"3/23, 8:21 PM","BIC","0","","","POSITION_APP","3 / 3","(38.037, -121.661) -56m asl"
"3/23, 8:21 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/23, 8:22 PM","MYR1","0","-13.25","-124","TELEMETRY_APP","","4.1V 89%"
"3/23, 8:22 PM","!e2e5ffc8","132","","","encrypted","4 / 7",""
"3/23, 8:22 PM","!e2e5ffc8","132","","","encrypted","4 / 7",""
"3/23, 8:23 PM","P1NE","0","","","TELEMETRY_APP","1 / 5","4.1V 94%"
"3/23, 8:23 PM","Mfeb","0","","","TELEMETRY_APP","2 / 3","4.1V 96%"
"3/23, 8:23 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/23, 8:23 PM","GG","0","","","NODEINFO_APP","5 / 7","GridGh0st"
"3/23, 8:24 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/23, 8:24 PM","HA0","0","","","TELEMETRY_APP","3 / 7","4.1V 96%"
"3/23, 8:24 PM","!b33da93d","175","","","encrypted","3 / 6",""
"3/23, 8:24 PM","RIPR","0","","","TELEMETRY_APP","1 / 3","4.1V 91%"
"3/23, 8:25 PM","D","0","","","TELEMETRY_APP","7 / 7",""
"3/23, 8:26 PM","0xFC to D","","","","TRACEROUTE","",""
"3/23, 8:26 PM","SFBG to RIPR","0","","","NODEINFO_APP","3 / 3","SFB Green"
"3/23, 8:27 PM","0xFC to SFBG","","","","TRACEROUTE","",""
"3/23, 8:27 PM","f19e","0","","","TELEMETRY_APP","6 / 7","4.2V 101%"
"3/23, 8:27 PM","jwt2","0","-18.25","-128","POSITION_APP","0 / 3","(38.037, -120.350) 985m asl"
"3/23, 8:27 PM","f19e","0","","","TELEMETRY_APP","5 / 7",""
"3/23, 8:28 PM","BTVW","0","","","NODEINFO_APP","3 / 7","Dorrington West"
"3/23, 8:28 PM","COOP","0","","","NODEINFO_APP","2 / 3","Pigeon Coop"
"3/23, 8:29 PM","0xFC to COOP","","","","TRACEROUTE","",""
"3/23, 8:29 PM","A23G to Mshy","0","MQTT","","NODEINFO_APP","3 / 4","Alabama 23 Gateway"
"3/23, 8:29 PM","HA0","0","","","NODEINFO_APP","2 / 7","HA0 Fixed 65e1"
"3/23, 8:29 PM","ffa8","0","","","NODEINFO_APP","3 / 7","DOMEnet bayme.sh"
"3/23, 8:30 PM","0xFC to A23G","","","","TRACEROUTE","",""
"3/23, 8:29 PM","!66deddf9","126","","","encrypted","5 / 7",""
"3/23, 8:29 PM","SLD1","0","","","TELEMETRY_APP","2 / 7","4.3V 101%"
"3/23, 8:30 PM","!69842be0","0","","","POSITION_APP","5 / 7","(37.251, -119.826) 474m asl"
"3/23, 8:31 PM","f63c","0","","","POSITION_APP","3 / 7","(39.177, -121.228) 432m asl"
"3/23, 8:32 PM","Mfeb","0","","","POSITION_APP","3 / 3","(37.722, -121.132) 0m asl"
"3/23, 8:34 PM","GG","0","","","STORE_FORWARD_APP","3 / 7",""
"3/23, 8:34 PM","0xFC to GG","","","","TRACEROUTE","",""
"3/23, 8:34 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/23, 8:35 PM","MFMS","0","","","NODEINFO_APP","2 / 7","MFM Solar"
"3/23, 8:35 PM","a17c","0","","","POSITION_APP","7 / 7","(37.303, -122.028) 89m asl"
"3/23, 8:36 PM","0xFC to a17c","","","","TRACEROUTE","",""
"3/23, 8:35 PM","PNN1","0","","","NODEINFO_APP","3 / 3","Pinion 001"
"3/23, 8:35 PM","jwt5","0","","","POSITION_APP","1 / 3","(38.037, -120.350) 977m asl"
"3/23, 8:37 PM","jwt4","0","","","POSITION_APP","1 / 3","(38.037, -120.350) 990m asl"
"3/23, 8:38 PM","GG01","0","","","POSITION_APP","2 / 5","(37.985, -120.403) 629m asl"
"3/23, 8:38 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/23, 8:38 PM","!433eff58","0","","","POSITION_APP","2 / 3","(38.137, -121.285) 15m asl"
"3/23, 8:39 PM","STN1","0","","","TELEMETRY_APP","2 / 7",""
"3/23, 8:39 PM","SFBP","0","","","POSITION_APP","3 / 3","(37.775, -122.447) ?m asl"
"3/23, 8:40 PM","0xFC to SFBP","","","","TRACEROUTE","",""
"3/23, 8:39 PM","🦍","0","","","POSITION_APP","3 / 3","(37.775, -122.395) 0m asl"
"3/23, 8:39 PM","RIPR","0","","","TELEMETRY_APP","2 / 3","4.1V 92%"
"3/23, 8:41 PM","BTVW","0","","","TELEMETRY_APP","1 / 7","4.2V 100%"
"3/23, 8:42 PM","189c","0","","","TELEMETRY_APP","3 / 3","0.0V 101%"
"3/23, 8:42 PM","COOP","0","","","POSITION_APP","2 / 3","(38.181, -122.146) 30m asl"
"3/23, 8:43 PM","elxx","0","","","NODEINFO_APP","1 / 7","GG_crumpled.01"
"3/23, 8:43 PM","SFB","0","","","NODEINFO_APP","3 / 3","SF Bifrost"
"3/23, 8:44 PM","DBLF","0","","","TELEMETRY_APP","2 / 3","0.0V 101%"
"3/23, 8:45 PM","St35","0","","","POSITION_APP","5 / 7","(37.251, -121.818) 66m asl"
"3/23, 8:45 PM","0xFC to St35","","","","TRACEROUTE","",""
"3/23, 8:45 PM","TM1","0","","","TELEMETRY_APP","2 / 3","0.0V 101%"
"3/23, 8:46 PM","3b8f","0","","","NODEINFO_APP","3 / 3","Meshtastic 3b8f"
"3/23, 8:46 PM","TM1","0","","","POSITION_APP","2 / 3","(37.513, -120.875) 40m asl"
"3/23, 8:46 PM","37cf to !ba0ca77c","0","-13","-124","NODEINFO_APP","","Meshtastic Valentine"
"3/23, 8:46 PM","MFMS","0","MQTT","","TELEMETRY_APP","5 / 7","4.1V 101%"
"3/23, 8:46 PM","BIC","0","","","POSITION_APP","3 / 3","(38.037, -121.661) -56m asl"
"3/23, 8:47 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/23, 8:47 PM","BIC to 0xFC","0","","","TRACEROUTE_APP","3 / 3","0xFC -> MT -> enrr -> enas -> BTVW -> 🦝 -> BIC"
"3/23, 8:47 PM","Mfeb","0","","","POSITION_APP","3 / 3","(37.722, -121.132) 0m asl"
"3/23, 8:47 PM","ec06","0","","","TELEMETRY_APP","3 / 3","4.1V 94%"
"3/23, 8:47 PM","PMOK","0","","","NODEINFO_APP","3 / 3","PeakMesh Oakley"
"3/23, 8:47 PM","ASKp","0","","","TELEMETRY_APP","4 / 4","3.5V 29%"
"3/23, 8:48 PM","elxx","0","","","POSITION_APP","1 / 7","(37.985, -120.403) 620m asl"
"3/23, 8:48 PM","SFBP","0","","","POSITION_APP","3 / 3","(37.775, -122.447) ?m asl"
"3/23, 8:48 PM","3b8f","0","","","POSITION_APP","3 / 3","(37.991, -121.746) 30m asl"
"3/23, 8:48 PM","P2NE","0","","","POSITION_APP","2 / 5","(38.235, -120.339) 1187m asl"
"3/23, 8:48 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.760, -122.416) 11m asl"
"3/23, 8:49 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/23, 8:49 PM","enas","0","","","TELEMETRY_APP","5 / 7","3.8V 60%"
"3/23, 8:49 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/23, 8:49 PM","RIB1","86","","","encrypted","3 / 7",""
"3/23, 8:49 PM","Mfeb","0","","","TELEMETRY_APP","2 / 3",""
"3/23, 8:49 PM","ech0","86","","","encrypted","2 / 7",""
"3/23, 8:49 PM","ASKp","0","","","NODEINFO_APP","4 / 4","ASKp1 Cupertino portable"
"3/23, 8:51 PM","!69842be0","0","","","POSITION_APP","5 / 7","(37.251, -119.826) 474m asl"
"3/23, 8:52 PM","0xFC to !69842be0","","","","TRACEROUTE","",""
"3/23, 8:52 PM","ech0","0","MQTT","","STORE_FORWARD_APP","5 / 7",""
"3/23, 8:53 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/23, 8:53 PM","SFBG","0","","","POSITION_APP","3 / 3","(37.775, -122.447) ?m asl"
"3/23, 8:54 PM","0xFC to SFBG","","","","TRACEROUTE","",""
"3/23, 8:53 PM","SFBP","0","","","POSITION_APP","3 / 3","(37.775, -122.447) ?m asl"
